#U ADC
# eta   phi   dep   det   cap1   cap2   cap3   cap4   HcalDetId
7   2   4   HO   11.19   11.31   11.18   11.4   46012382
7   3   4   HO   10.86   11.15   10.88   11.06   46012383
7   4   4   HO   11.43   11.23   11.14   11.13   46012384
8   2   4   HO   11.05   10.92   10.6   11.09   46012402
8   3   4   HO   11.34   10.83   11.35   10.99   46012403
8   4   4   HO   10.24   10.42   10.19   10.17   46012404
9   2   4   HO   10.62   10.55   10.22   10.73   46012482
9   3   4   HO   11.22   11.01   11.08   11.29   46012483
9   4   4   HO   10.79   10.91   10.99   10.92   46012484
10   2   4   HO   10.87   11.01   10.8   11.26   46012502
10   3   4   HO   10.96   10.88   11.08   11.01   46012503
10   4   4   HO   10.99   11.33   11.31   11.44   46012504
31   1   1   HF   4.48   4.489   4.755   4.55   48006f81
31   3   1   HF   4.304   4.195   4.149   4.349   48006f83
31   5   1   HF   4.671   4.457   4.441   4.555   48006f85
31   7   1   HF   4.465   4.292   4.481   4.7   48006f87
31   9   1   HF   4.266   4.311   4.597   4.298   48006f89
31   11   1   HF   4.465   4.306   4.359   4.571   48006f8b
31   13   1   HF   4.327   4.413   4.336   4.449   48006f8d
31   15   1   HF   4.392   4.188   4.116   4.572   48006f8f
31   17   1   HF   4.05   4.286   4.082   4.003   48006f91
31   19   1   HF   3.931   4.261   3.981   4.162   48006f93
31   21   1   HF   4.21   4.482   3.944   4.479   48006f95
31   23   1   HF   4.182   3.949   4.278   4.338   48006f97
31   25   1   HF   4.355   4.701   4.639   4.676   48006f99
31   27   1   HF   0.4901   0.8493   0.7804   0.8225   48006f9b
31   29   1   HF   4.258   4.286   4.353   4.422   48006f9d
31   31   1   HF   4.381   4.617   4.336   4.517   48006f9f
31   33   1   HF   4.503   4.378   4.345   4.408   48006fa1
31   35   1   HF   4.453   4.704   4.804   4.292   48006fa3
31   37   1   HF   4.538   4.191   4.449   4.476   48006fa5
31   39   1   HF   4.031   3.888   4.258   3.857   48006fa7
31   41   1   HF   4.707   4.569   4.776   4.898   48006fa9
31   43   1   HF   4.086   4.115   4.253   4.38   48006fab
31   45   1   HF   4.33   4.253   4.844   4.496   48006fad
31   47   1   HF   4.514   4.666   4.72   4.55   48006faf
33   1   1   HF   4.522   4.402   4.63   4.76   48007081
33   3   1   HF   4.896   4.372   4.583   4.777   48007083
33   5   1   HF   4.825   4.501   4.965   4.731   48007085
